457	175
470	175
459	175
409	176
410	176
411	176
448	176
412	177
413	177
414	178
415	178
429	178
416	178
418	179
422	179
419	180
420	180
421	180
423	181
425	181
424	181
426	182
435	182
427	183
428	183
430	184
431	184
436	185
437	185
439	186
440	186
441	187
462	187
444	187
445	187
442	188
443	188
449	189
458	189
450	189
455	190
456	190
460	191
461	191
464	192
465	192
468	193
469	193
471	194
472	194
473	194
477	195
503	195
502	195
501	195
479	196
480	196
493	196
482	197
483	197
484	198
485	198
487	199
488	199
489	200
490	200
491	201
492	201
494	202
497	202
495	202
496	203
498	203
508	203
509	203
510	203
499	204
500	204
504	205
505	205
506	205
511	206
513	206
512	206
514	206
515	207
518	207
516	207
517	207
519	208
520	208
546	208
521	208
547	208
522	209
542	209
523	209
543	209
524	210
540	210
525	211
527	211
526	211
528	211
533	211
529	212
530	212
531	212
532	212
534	213
535	213
536	214
538	214
537	215
539	215
567	215
541	215
544	215
545	216
553	216
552	216
550	217
551	217
558	217
559	217
554	218
555	218
560	219
561	219
562	219
563	219
565	220
566	220
568	221
569	221
570	222
571	222
572	222
573	222
575	223
576	223
577	224
578	224
579	224
580	225
581	225
582	226
583	226
584	226
586	227
587	227
588	228
589	228
590	228
591	229
592	229
595	230
596	230
597	230
620	230
598	230
599	230
600	231
616	231
617	231
618	231
601	232
602	232
603	232
604	233
605	233
606	234
607	234
608	235
609	235
610	235
611	236
613	236
614	237
615	237
619	238
625	238
621	239
622	239
623	240
624	240
626	240
627	241
628	241
629	241
633	242
679	242
634	243
669	243
635	244
636	244
637	245
638	245
639	245
658	245
640	245
657	245
641	246
642	246
643	247
647	247
648	247
644	248
645	248
646	248
649	248
650	249
651	249
655	249
652	250
653	250
654	251
656	251
659	252
660	252
661	252
662	252
663	252
664	253
673	253
666	254
667	254
670	254
668	254
674	255
706	255
707	255
675	256
676	256
708	256
700	256
677	257
678	257
680	258
681	258
682	259
683	259
684	260
685	260
686	261
687	261
688	261
689	262
690	262
692	263
693	263
695	264
702	264
703	264
704	264
696	265
697	265
698	266
699	266
701	266
709	267
719	267
720	267
721	267
711	268
712	268
713	269
714	269
715	269
716	270
717	270
718	270
722	271
724	271
723	271
725	272
726	272
728	273
729	273
730	274
731	274
732	275
733	275
736	276
737	276
742	276
748	276
738	277
741	277
743	278
744	278
745	279
746	279
749	280
751	280
750	280
754	281
758	281
757	281
755	282
756	282
759	283
760	283
761	284
762	284
765	285
784	285
766	285
768	286
782	286
770	287
778	287
773	287
774	287
771	288
772	288
777	289
779	289
781	289
780	289
783	290
785	290
1	291
0	291
2	291
13	292
14	292
28	293
131	293
42	294
62	294
76	295
78	295
87	296
88	296
89	297
90	297
91	297
105	298
106	298
158	299
169	299
165	300
166	300
212	301
213	301
400	302
403	302
435	303
438	303
439	303
463	304
464	304
473	305
476	305
478	306
495	306
480	307
481	307
486	308
517	308
507	309
528	309
574	310
575	310
628	311
630	311
664	312
665	312
694	313
695	313
703	314
705	314
709	315
710	315
727	316
730	316
738	317
739	317
740	317
746	318
747	318
