11	1
12	1
79	2
80	2
185	3
186	3
245	4
246	4
277	5
286	5
298	6
299	6
300	7
301	7
307	8
308	8
317	9
319	9
330	10
331	10
333	11
334	11
341	12
342	12
353	13
354	13
366	14
367	14
388	15
389	15
431	16
432	16
433	17
434	17
446	18
447	18
453	19
454	19
466	20
467	20
548	21
549	21
556	22
557	22
564	23
573	23
584	24
585	24
593	25
594	25
611	26
612	26
631	27
632	27
671	28
672	28
690	29
691	29
734	30
735	30
752	31
753	31
760	32
761	32
763	33
764	33
767	34
768	34
769	34
775	35
776	35
2	36
3	36
4	37
5	37
6	37
7	38
9	38
8	39
15	39
14	39
10	40
11	40
16	41
25	41
26	41
17	42
18	42
19	42
21	42
20	42
22	42
23	42
24	43
32	43
27	44
29	44
30	45
31	45
33	46
34	46
35	46
36	47
41	47
37	48
38	48
39	49
40	49
42	50
43	50
44	50
45	51
47	51
46	51
48	51
49	52
50	52
51	52
52	53
54	53
53	54
130	54
131	54
132	54
55	55
56	55
57	55
58	56
59	56
72	56
60	57
65	57
70	57
71	57
61	58
63	58
64	58
66	59
68	59
67	59
69	59
73	59
74	60
75	60
77	61
78	61
81	62
83	62
82	63
84	63
85	64
86	64
87	65
89	65
91	66
92	66
93	67
94	67
95	67
96	68
97	68
98	69
99	69
100	70
101	70
102	70
103	71
104	71
106	72
107	72
108	73
109	73
110	74
111	74
112	75
113	75
114	76
116	76
117	76
115	76
118	77
119	77
120	78
121	78
122	79
126	79
123	79
124	79
125	80
128	80
129	80
127	81
137	81
133	82
134	82
135	83
136	83
138	84
139	84
140	85
141	85
142	86
143	86
148	86
144	87
145	87
146	87
147	88
155	88
149	89
150	89
151	90
157	90
152	90
153	90
154	91
156	91
159	91
160	91
158	91
161	92
162	92
163	92
164	92
167	93
168	93
170	94
175	94
171	95
172	95
173	96
188	96
189	96
187	96
174	96
176	97
177	97
178	98
180	98
179	98
181	99
182	99
183	100
184	100
190	101
191	101
192	101
193	102
195	102
194	102
196	103
197	103
198	104
199	104
201	104
200	105
202	105
203	105
204	106
205	106
206	107
207	107
208	107
211	107
209	108
232	108
233	108
210	109
231	109
212	110
227	110
214	111
226	111
238	111
215	112
216	112
217	112
218	113
221	113
253	113
222	113
219	114
220	114
223	115
251	115
255	115
256	115
250	115
224	116
225	116
228	117
237	117
236	117
229	118
230	118
235	118
234	119
239	119
240	120
269	120
241	120
242	121
243	121
244	121
267	121
264	121
268	121
247	122
248	122
260	122
261	122
249	123
257	123
252	124
254	124
417	124
258	125
259	125
351	125
262	125
263	126
265	126
293	126
266	126
270	127
271	127
272	127
273	128
274	128
275	128
276	129
292	129
278	130
279	130
282	130
280	131
281	131
283	131
284	132
287	132
285	133
290	133
300	133
288	134
295	134
289	134
291	135
301	135
294	136
350	136
311	136
312	136
296	137
297	137
302	138
303	138
304	138
324	138
305	139
306	139
309	140
310	140
313	141
314	141
315	142
316	142
317	143
318	143
320	144
321	144
322	145
323	145
325	146
326	146
327	147
328	147
329	147
330	148
332	148
333	149
335	149
336	149
337	150
355	150
356	150
338	151
339	151
361	151
340	152
342	152
344	152
343	152
345	153
346	153
347	154
348	154
349	155
373	155
352	155
357	156
358	156
359	157
360	157
362	158
363	158
364	159
365	159
367	160
395	160
368	161
370	161
371	161
369	162
391	162
372	163
375	163
374	163
376	163
377	164
387	164
378	165
379	165
380	166
381	166
382	167
383	167
384	168
385	168
386	168
390	169
393	169
392	170
394	170
396	171
402	171
407	171
397	172
401	172
398	173
399	173
400	173
404	174
405	174
406	174
474	174
475	174
408	175
452	175
451	175
