11	1
12	1
79	2
80	2
185	3
186	3
245	4
246	4
277	5
286	5
298	6
299	6
300	7
301	7
307	8
308	8
317	9
319	9
330	10
331	10
333	11
334	11
341	12
342	12
353	13
354	13
366	14
367	14
388	15
389	15
431	16
432	16
433	17
434	17
446	18
447	18
453	19
454	19
466	20
467	20
548	21
549	21
556	22
557	22
564	23
573	23
584	24
585	24
593	25
594	25
611	26
612	26
631	27
632	27
671	28
672	28
690	29
691	29
734	30
735	30
752	31
753	31
760	32
761	32
763	33
764	33
767	34
768	34
769	34
775	35
776	35
2	36
3	36
4	37
5	37
6	37
7	38
9	38
10	38
8	39
15	39
14	39
16	40
25	40
26	40
17	41
18	41
19	41
21	41
20	41
22	41
23	41
24	42
32	42
27	43
29	43
30	44
31	44
33	45
34	45
35	45
36	46
41	46
37	47
38	47
39	48
40	48
42	49
43	49
44	49
45	50
47	50
46	50
48	50
49	51
50	51
51	51
52	52
54	52
53	53
130	53
131	53
132	53
55	54
56	54
57	54
58	55
59	55
72	55
60	56
65	56
70	56
71	56
61	57
63	57
64	57
66	58
68	58
67	58
69	58
73	58
74	59
75	59
77	60
78	60
81	61
83	61
82	62
84	62
85	63
86	63
87	64
89	64
91	65
92	65
93	66
94	66
95	66
96	67
97	67
98	68
99	68
100	69
101	69
102	69
103	70
104	70
106	71
107	71
108	72
109	72
110	73
111	73
112	74
113	74
114	75
116	75
117	75
115	75
118	76
119	76
120	77
121	77
122	78
126	78
123	78
124	78
125	79
128	79
129	79
127	80
137	80
133	81
134	81
135	82
136	82
138	83
139	83
140	84
141	84
142	85
143	85
148	85
144	86
145	86
146	86
147	87
155	87
149	88
150	88
151	89
157	89
152	89
153	89
154	90
156	90
159	90
160	90
158	90
161	91
162	91
163	91
164	91
167	92
168	92
170	93
175	93
171	94
172	94
173	95
188	95
189	95
187	95
174	95
176	96
177	96
178	97
180	97
179	97
181	98
182	98
183	99
184	99
190	100
191	100
192	100
193	101
195	101
194	101
196	102
197	102
198	103
199	103
201	103
200	104
202	104
203	104
204	105
205	105
206	106
207	106
208	106
211	106
209	107
232	107
233	107
210	108
231	108
212	109
227	109
214	110
226	110
238	110
215	111
216	111
217	111
218	112
221	112
253	112
222	112
219	113
220	113
223	114
251	114
255	114
256	114
250	114
224	115
225	115
228	116
237	116
236	116
229	117
230	117
235	117
234	118
239	118
240	119
269	119
241	119
242	120
243	120
244	120
267	120
264	120
268	120
247	121
248	121
260	121
261	121
249	122
257	122
252	123
254	123
417	123
258	124
259	124
351	124
262	124
263	125
265	125
293	125
266	125
270	126
271	126
272	126
273	127
274	127
275	127
276	128
292	128
291	128
278	129
279	129
282	129
280	130
281	130
283	130
284	131
287	131
285	132
290	132
288	133
295	133
289	133
294	134
350	134
311	134
312	134
296	135
297	135
302	136
303	136
304	136
324	136
305	137
306	137
309	138
310	138
313	139
314	139
315	140
316	140
318	141
347	141
348	141
320	142
321	142
322	143
323	143
325	144
326	144
327	145
328	145
329	145
332	145
335	146
336	146
337	147
355	147
356	147
338	148
339	148
361	148
340	149
344	149
343	150
368	150
370	150
371	150
345	151
346	151
349	152
373	152
352	152
357	153
358	153
359	154
360	154
362	155
363	155
364	156
365	156
369	157
391	157
372	158
375	158
374	158
376	158
377	159
387	159
378	160
379	160
380	161
381	161
382	162
383	162
384	163
385	163
386	163
390	164
393	164
392	165
394	165
396	166
402	166
407	166
397	167
401	167
398	168
399	168
400	168
404	169
405	169
406	169
474	169
475	169
408	170
452	170
451	170
457	170
470	170
459	170
409	171
410	171
411	171
448	171
412	172
413	172
